"","Genes","GSM972389","GSM972390","GSM972396","GSM972401","GSM972409","GSM972412","GSM972413","GSM972422","GSM972429","GSM972433","GSM972438","GSM972440","GSM972443","GSM972444","GSM972446","GSM972453","GSM972457","GSM972459","GSM972463","GSM972467","GSM972472","GSM972473","GSM972475","GSM972476","GSM972477","GSM972479","GSM972480","GSM972487","GSM972488","GSM972489","GSM972496","GSM972502","GSM972510","GSM972512","GSM972521"
"424","206624_at",5.210581093,3.368534789,4.564138292,5.57371362,2.843384318,3.713235199,4.26407393,3.156768568,3.325849338,4.352497017,5.548209033,4.916773686,2.74864519,5.188049891,3.164598478,2.58163805,2.87413248,4.167330981,5.114842255,4.321213678,5.565592601,4.940704011,2.398196021,3.868330958,2.71240484,2.612197579,4.339352258,4.42837447,4.907371763,2.37320152,3.164638175,2.805766683,2.465749957,4.249359048,2.744115448
"425","206638_at",3.90232211,3.509999057,3.419276725,2.890011691,5.11685386,3.42503056,7.413095217,6.422475813,2.816648546,6.967664562,4.409514419,3.784318574,3.255404318,3.125393767,3.207091866,3.326281231,3.364621825,3.28132811,3.216784164,9.599713917,3.239478993,3.610939864,3.631533378,6.012325969,3.174094978,4.149145152,3.291866361,3.020797646,3.37002958,3.379429244,2.990275956,3.668032562,3.978210666,3.941993101,3.813819129
"426","206641_at",3.877819993,6.223654026,3.725213647,7.097492954,5.357102014,7.129700095,3.682727474,5.396643152,7.18232532,5.819920624,3.397718264,5.756742945,3.67881865,6.153650079,4.39943353,3.147233503,5.522911079,4.356717831,6.611447888,5.111845673,2.778037211,5.92868799,5.421390423,2.969783699,4.049927784,3.650858488,5.167009338,6.258799824,8.301912644,5.571263959,7.067448465,3.573082122,7.036945212,5.712386041,5.081085646
"427","206664_at",3.268731405,5.463395419,5.21030902,4.930174441,2.850384065,9.499048223,3.282925406,3.496560329,7.829232102,3.065675452,3.41192961,3.483124098,9.2373936,2.478747874,6.224982811,7.220448146,8.378348016,6.186912664,9.146800215,2.365820652,1.557584285,5.992878899,5.494112265,1.610575864,6.017415059,1.348547348,2.835664855,7.475037983,6.009444153,6.522527191,3.766901889,3.759772107,3.581360755,6.869415001,2.758448341
"428","206693_at",5.690448475,3.027467578,5.59365162,4.412045618,3.919268129,4.071533749,3.547520733,4.007210035,3.463783861,4.729709861,5.263095036,5.459304942,4.603624804,4.432752734,2.927680831,4.932450447,5.189084361,5.499778613,5.020077006,3.945887903,3.350866914,5.158405185,5.104638127,2.678330215,4.412516718,2.519667941,4.934792327,5.164662583,5.4674661,4.761743288,5.532996164,3.812651593,4.725570602,4.715595837,5.094536617
"429","206700_s_at",6.14593431,6.736513703,6.082066592,7.63689959,4.059164276,6.347798715,6.916769053,6.32105066,6.691028698,7.100758053,7.570494756,7.643336454,7.796766528,6.412252734,6.036282941,3.36216708,3.211827082,7.246017677,7.699755817,7.229088145,6.804402394,6.826892179,2.896441026,6.441615653,5.429858454,2.921052902,7.350044364,7.519729126,7.395923052,3.363588398,4.069304441,4.43801926,6.59415442,6.380663203,3.767984413
"430","206710_s_at",4.593214073,5.14199621,4.045587098,7.78296031,7.076020451,5.253647315,6.951838912,6.840614168,6.285465802,7.390962998,6.726430314,6.419913995,6.652533916,6.186713081,5.385473702,7.218838879,3.880554751,4.385087695,6.399916505,7.030328151,3.782011935,6.6426399,3.806956854,6.269027968,5.005517663,6.570435104,4.725900974,3.788242045,5.692893483,4.160678338,4.623028838,4.031583022,6.160015013,5.632447292,6.292929356
"431","206715_at",4.066303396,3.168841965,3.062759671,6.262765289,6.195227899,3.305429217,5.528891834,4.460735191,3.052520353,4.476197216,5.043511005,4.678795963,3.388072133,4.497055814,3.151754176,3.420819382,3.311146902,2.862515366,3.058004601,5.685651165,3.0725007,4.053430729,3.85894061,5.236662864,2.618277679,6.936408014,3.354540631,3.381769752,3.633885517,3.418778808,3.77419357,3.061147163,3.838743876,3.576961375,4.801245371
"432","206755_at",3.364707074,3.781413611,3.836656243,3.454394967,5.664228384,4.065629713,3.824519439,4.374567798,6.056424045,3.67411251,3.943062291,4.705422605,5.049393213,3.290664182,4.150431436,4.22529478,5.495777091,5.372517653,5.580605864,4.122649324,3.602329605,6.269655077,3.353134815,3.677649757,3.82529135,2.51974604,6.221902763,4.773969414,4.871384364,4.746192582,6.387604338,4.754860249,4.972577604,4.722220406,5.550589962
"433","206784_at",3.479642092,5.023005901,4.066535467,3.939452071,3.658713071,5.208191507,3.78676072,4.922516182,5.19376547,4.078304975,4.314048716,3.555700308,3.623448825,3.21803695,5.75247371,3.476335373,4.525683306,3.310628036,3.833500669,3.791229751,5.902753355,5.116333254,3.461263957,3.51537357,6.287584729,3.442373236,3.669167535,6.024715699,3.966411908,6.233582955,5.138364387,6.008867025,4.238014173,3.697750705,3.513115191
"434","206785_s_at",6.08368355,3.622398547,4.829113254,5.025096538,4.351909852,5.722874679,4.202911974,4.616824676,3.946162709,7.210305711,4.378058368,5.890949712,5.402543252,6.973153469,3.975408099,4.582675898,4.022948182,7.273299073,3.511554241,3.242812766,3.286435692,6.207092622,5.330347831,3.150161065,3.93200169,4.012150424,4.081203647,4.70829187,4.457280739,5.359687056,3.749180453,3.310959141,4.212337365,4.561794045,4.510440694
"435","206796_at",4.825517541,4.628087171,4.291200572,7.502366429,6.704400168,4.227565577,6.33459024,5.933154521,4.307289562,5.788636423,6.701280734,6.068556234,4.309807146,7.419927819,4.926112135,4.724732429,4.336219906,4.183488925,3.789427709,5.045006607,5.082625586,5.170382894,4.057990747,6.323676104,3.544857648,7.954787802,4.276149279,4.307999053,5.11457781,4.652335643,3.856137652,4.422043118,4.239475065,5.102664061,5.673497353
"436","206797_at",5.105369122,7.621621909,7.529131647,5.944727297,5.707070782,7.342460956,7.002005311,4.872280333,6.797479453,7.206613158,5.434759204,5.932323048,7.631791395,4.901836537,6.197540269,7.877449142,7.90250871,6.635311097,8.533493218,5.070674325,5.281006107,7.915078525,5.448907517,7.480512069,8.321520038,3.201098219,7.524984783,8.434842213,7.594915977,7.102222795,8.382599637,6.611297485,8.752228704,6.57232404,6.460900741
"437","206857_s_at",7.024132104,7.560754308,6.927033092,6.104356473,6.265625443,6.421090118,5.32765646,6.067833517,6.786887636,6.898785565,7.129745703,5.097082515,5.642133223,8.675815582,5.728442496,5.936815463,7.527676753,6.818794991,3.804685049,5.77473364,7.197826211,5.42155521,7.390930773,6.144153651,4.800906132,6.353665792,3.785548893,6.463925706,5.996561128,6.764060773,6.699324175,7.490442989,3.676377074,5.368124889,4.205172356
"438","206858_s_at",4.27516489,8.58929699,4.629964751,7.08569759,7.446815188,7.436058963,5.506521625,7.036342682,7.548688908,5.098006415,8.059220002,5.688281792,8.383837158,10.18461665,10.61498011,5.23373443,4.146377904,10.20035153,5.085317796,5.176563305,4.329226956,5.104803241,4.289795691,4.180740353,5.522662433,9.11873409,4.830792144,3.972089369,4.872622783,4.289179587,3.76688005,4.589794491,4.302666649,8.076239064,5.417833094
"439","206859_s_at",3.62705698,4.854073982,3.744172142,9.133196334,3.853489535,4.147739924,3.202826113,4.211228124,3.443777252,3.529738579,8.149898114,3.558108905,3.997294932,8.133966946,3.736841604,3.137293013,3.856816626,4.149116279,3.27065357,3.365306185,3.4199242,4.030807842,3.756323732,3.455581981,3.710250625,4.071352235,4.277171564,3.330959689,3.509339845,4.213286917,3.452558947,3.934818357,3.782915983,3.895651655,3.52954218
"440","206884_s_at",4.057337514,4.2276959,3.947143022,2.603063035,2.984788771,3.139344535,4.581591333,6.041537289,3.090366528,5.037719443,4.333038809,3.095703161,3.07608595,6.236964274,3.13805204,2.827523938,3.620874531,3.704754013,2.945324852,2.71643751,4.956747575,4.142568888,6.025261189,4.363956836,7.346412583,8.899472701,2.879602105,3.931065233,5.060180287,3.459854157,3.176222999,5.050799484,4.761744092,2.810904861,3.278067796
"441","206898_at",3.159155512,2.784231797,2.892916637,3.903125662,2.690832353,4.077908977,3.909578851,3.686439601,2.673099935,6.725220413,2.72118559,2.597202149,3.047039526,4.157707509,2.842964027,2.721191517,2.621242003,2.643374272,2.763431909,7.168901781,2.863067521,3.083499017,2.719448502,5.592571321,3.041238212,2.86341335,2.894533908,2.76658108,4.008043272,2.992011777,2.384442333,3.884240706,3.19565354,2.919349668,4.229219433
"442","206924_at",4.340099936,4.08683176,3.762519723,7.506277592,3.104142427,3.976339264,3.758476251,4.245230869,4.229102035,5.396908973,4.593988033,6.568615293,3.636846772,7.797934066,4.827702149,3.570771321,3.392145734,6.873635791,3.407165056,3.756073404,3.868096059,3.226796532,3.404226266,3.841213865,3.661008719,5.492885887,3.537327516,3.224849799,3.699116167,3.334401579,3.537735527,3.56960061,3.355889648,4.44302632,3.756530451
"443","206953_s_at",5.630634284,4.839435224,4.596719888,7.09572832,5.498156715,5.396411484,6.33357186,4.79788395,5.307471978,7.067960794,7.749009166,5.185943803,4.126387873,7.659826926,6.314316815,4.253210135,4.412959089,6.058314132,4.313055529,7.501255534,5.962765367,5.585707088,4.221159971,7.158978983,4.378453404,6.301408618,4.461201714,4.33457284,4.465742461,5.042886297,4.125486575,4.23582909,4.541367789,5.628995063,5.987114147
"444","207003_at",6.374043692,7.855368073,6.062256355,5.181108016,5.423418776,7.148526742,5.153821578,6.204217801,9.589330065,5.41585955,4.794658121,5.231160314,7.016282081,4.478546994,8.483882433,6.132380514,5.572854264,6.570889774,5.522312652,6.270693026,6.510962708,8.164751624,7.694526717,5.107328546,7.467558498,5.170543315,6.064233029,9.312591519,5.504831666,8.012681441,7.171603579,7.700255339,5.546698501,6.225546365,5.816146578
"445","207014_at",3.205213522,3.900811823,2.961538025,2.908353348,2.753568413,4.242012749,3.12342278,3.581387097,2.928782297,3.098665711,5.05490815,6.21878758,6.130486459,2.761100034,4.086713047,5.895555917,5.679475188,2.802147434,5.060553108,4.042362468,2.674185781,4.641560954,2.761198735,2.763300735,2.793247318,2.56731335,4.603341144,2.96153929,3.299243059,4.721103856,3.090690766,3.233042216,2.808944922,4.600644008,3.198980842
"446","207016_s_at",7.411657966,6.255932617,5.253074275,4.210129704,4.781922862,3.399802769,3.660214583,6.100805952,5.511346418,3.994087705,6.571233664,5.455255742,3.704271766,3.494776512,7.176023162,3.937360048,5.914710735,3.367515829,3.673676772,4.584739003,3.753803163,4.877204256,4.202638744,3.723819467,3.847149585,8.258671038,3.502424436,5.005313728,3.795537682,5.135650855,3.977634768,3.969888973,3.714907945,3.593114891,3.343159033
"447","207033_at",5.465405812,3.068991549,7.015959777,4.156070354,3.203941165,2.956966425,3.189372698,3.703246136,3.683441977,3.135663909,4.654689888,2.913103477,2.758338016,2.646024574,3.529099788,3.1957032,3.629710115,6.11870186,3.251877985,2.430656213,5.987537352,4.469908768,5.572204925,2.799179514,3.47517479,2.695524799,4.171033861,2.78705832,5.956419115,4.524941334,3.600968818,3.728726508,4.281984794,2.922024437,3.465444363
"448","207052_at",2.898735248,3.858237817,3.000440353,2.980231005,3.317489306,3.113851073,3.312397325,3.646301874,3.40140828,3.015628637,3.822539669,4.900565465,3.763309575,3.317696956,3.511401197,3.541493566,4.783546508,3.70716845,5.463237511,3.977643362,2.429639355,5.468828492,2.474214629,3.468752055,2.618220602,2.780065686,3.379644959,4.841091893,4.504589066,5.843032703,4.977234368,3.134292021,5.896557909,3.861308319,4.57295397
"449","207057_at",7.18302272,4.425041876,6.919990872,4.91249642,5.60049935,5.255076546,5.684658611,5.068124767,3.704164107,5.566948699,7.650781672,4.668997549,4.021315859,6.313102344,5.345981582,6.568429796,5.9440644,6.571379187,5.897874876,4.806780622,7.138158138,4.193084949,7.065654614,4.374991872,3.562678272,4.882103974,3.052124959,5.721263573,4.524888423,4.764949633,3.683062202,5.005915844,4.523163468,3.763894049,4.405392327
"450","207074_s_at",5.666801602,4.455669844,5.349896392,3.326825909,3.383077556,3.777288473,3.371197323,3.908871022,5.096781553,3.499430366,3.665243286,3.368232374,3.579142365,2.979511019,5.150459549,4.310383592,3.446811086,6.344250586,3.778568605,2.889169797,5.598781165,4.829751424,5.293545401,3.129869421,3.202009486,3.048312917,5.692647598,4.103806893,5.371112641,5.137755934,3.924936871,3.502395427,4.357173321,3.325154736,3.225141362
"451","207191_s_at",5.005012479,6.224178267,5.715802654,7.243101577,8.728609486,6.941258422,9.06067072,8.78587392,5.899981215,7.397426435,7.683289325,6.39957169,6.234092035,9.524836264,6.928936798,6.3856073,5.890964585,5.069409391,5.615603046,8.996452194,6.627397192,6.071226941,5.053577727,8.632204737,4.462776636,10.36138778,5.204358078,5.875809388,5.994288935,7.461934432,4.661383508,6.537049898,5.938538273,6.791864512,7.843883453
"452","207200_at",2.792137095,5.294022773,3.320248343,3.285659955,3.569750684,3.352524238,3.094640908,3.460182838,3.406312214,3.241808293,3.121724251,3.344155266,8.780057348,3.383182132,3.876617901,6.085813056,5.253618018,2.555148632,4.643785703,4.530688708,2.551503774,2.511053167,4.172258822,3.917924854,3.398001709,2.482115614,3.768909821,7.498544882,3.915743463,3.77825569,3.999321038,3.59463942,5.518743386,4.333690064,3.268077375
"453","207202_s_at",4.590015216,7.071412421,7.416966092,4.482376383,6.364103185,5.518467501,7.696174474,7.172454652,6.318675289,5.840338927,4.728879894,8.133703133,7.779150699,4.511597766,7.411863487,7.32856933,8.015690246,6.141693055,8.272883028,6.708093608,5.871509572,7.685247985,6.395400356,6.913233955,7.443809362,2.472592104,8.256471799,8.080825552,7.505090637,7.321251604,7.889887385,6.97570638,8.296773338,8.23321036,7.592508893
"454","207214_at",11.3895621,10.46432329,11.86743058,9.65456128,5.619023527,11.48998573,5.284300363,7.866057198,12.10512873,5.305631529,9.406974349,5.843306355,8.886300926,5.498567994,10.78018546,10.51818063,10.24912244,10.78230041,11.60113974,5.253003464,12.47402164,9.941543552,12.09516272,3.417408315,7.621219933,11.31675619,10.80571171,10.56965097,12.43479383,11.04237679,7.692494946,11.09511889,11.2676838,6.048747249,6.430730387
"455","207217_s_at",8.053739346,5.552165639,9.403519812,6.80654556,9.048248882,7.03832359,9.412620783,9.432694196,10.23995141,9.243989485,4.822091787,8.618204591,8.862196063,3.12129888,8.041085109,9.362636808,9.640024171,8.234800163,9.655564962,7.221328588,8.588282398,10.91469815,7.060592815,9.856537697,10.14883112,5.726443085,10.40174299,10.10452234,9.571886121,9.762785942,8.965306486,8.812642673,10.7097511,9.244814289,9.943076533
"456","207233_s_at",5.940748359,5.482476103,5.380412706,5.750898813,7.482332882,5.773198252,7.885550175,7.012122853,4.941821128,7.506059135,8.258958893,6.416959898,6.069421205,8.546937452,6.406519375,5.753475758,5.245639749,5.408359359,5.179641952,8.863757286,5.849634573,5.641764235,5.396803825,8.342979965,5.145916155,8.742666161,5.162642976,5.447009662,5.230411752,6.424749218,5.142507214,5.730030761,5.436131607,6.280867659,6.932475622
"457","207245_at",3.113279723,8.29746426,6.651129584,8.440965636,4.99905205,11.36097331,3.738957343,3.973149216,6.868919631,3.983017493,3.14967087,3.734711906,9.182737071,3.437141994,10.10828768,8.202404566,9.794737688,7.316944976,10.38798915,2.987617566,5.255473124,8.228934096,2.843361201,3.698136153,9.247550015,2.892239214,2.342360132,9.989813609,8.749258136,7.915406073,3.742998035,5.143198692,4.656862109,10.08920167,3.298476132
"458","207249_s_at",3.933085786,5.887189665,4.446007843,4.160983186,3.85236926,4.086016137,3.740510589,4.035600176,7.129615647,3.641526277,3.468903004,3.844886592,4.792487462,4.061440859,5.813161123,3.819581707,4.624560794,3.761181062,4.323752952,3.858416689,3.478199491,5.625990823,4.125598369,3.655603257,4.724736843,3.452650017,4.687208252,9.465673888,8.702797237,6.346467201,4.695138596,4.425351564,7.111558691,4.136802202,3.910591516
"459","207251_at",3.570856032,5.4437681,3.937049985,3.285399958,3.309029612,3.530437011,3.215207549,4.295282235,4.241683648,3.820734725,3.343436625,3.606542913,4.09097279,3.406606047,4.17790173,4.079275404,3.644116047,3.598860786,3.550876267,3.564715301,4.326848114,3.513371032,3.340809102,3.51919216,4.427151095,3.471492663,3.393954461,7.245459548,3.424109915,3.856389638,3.500450492,3.758504929,3.598632672,4.138279406,3.354647594
"460","207259_at",4.02317465,6.489941128,4.337240024,4.216945646,5.035466413,5.727917108,4.091577124,5.553177702,6.532748037,7.180014014,3.478009064,6.346813729,6.833363527,5.515242584,5.288041107,6.662934002,6.546601101,4.451926193,5.767586823,5.319705742,7.165496006,7.363822601,5.470941988,5.399033872,7.557291599,4.049274411,6.155021117,8.469617,5.123295079,5.743905706,6.30385327,6.401098192,5.646509484,7.185335343,6.810310461
"461","207317_s_at",4.490774481,4.580851228,4.386708549,4.266454818,4.43489598,4.3935228,4.187486172,4.980499768,4.234813361,8.243563827,4.431119291,4.077551642,4.055193621,4.212382915,4.43373795,4.339263354,4.415089257,4.357693099,4.47183755,9.040088251,4.287276487,4.27336502,4.336050205,6.982067308,4.558850062,4.289214726,4.287126684,4.263406473,4.336050205,4.566322487,4.349415537,5.300912041,4.72397643,4.377289148,5.858051328
"462","207392_x_at",6.373219158,7.363589504,7.744332274,7.54723541,6.142017723,9.262215355,5.703313664,4.976132217,6.656330443,5.706872447,7.66812585,5.997081902,7.565677747,6.405025073,8.238965104,8.08254272,9.609600287,7.661868554,9.204170398,4.679322528,5.876876162,6.984883311,5.844439674,4.88080478,7.858269822,4.579689663,5.116352468,8.633129492,8.739313689,7.928521822,7.017246932,5.970444152,6.105285531,9.076970835,5.294029028
"463","207397_s_at",3.201224082,2.940509004,3.270555814,3.006566599,3.068771529,3.619161027,3.206840163,3.015567574,5.538843408,4.106572057,2.751274161,2.944858795,4.084274129,3.54359495,3.039324081,2.6878668,4.112009567,4.344461942,4.293240194,2.675065603,3.706034652,2.649150645,3.264303626,2.947426938,2.89875016,3.024192319,4.861115125,2.83867785,4.413950166,5.081890551,3.292937772,3.142173232,3.321078413,4.293598119,4.880427961
"464","207412_x_at",4.049622946,5.204312899,4.77263111,4.030451405,4.773164858,4.289653418,5.230222995,6.234396756,4.591556632,6.883843689,3.895325569,4.494748361,5.489737194,3.666922851,4.753359543,6.820763689,4.135912779,5.122146831,4.671745644,6.491888075,4.081227907,8.089246605,4.451355914,4.393659034,4.43392069,3.885899035,4.687581262,4.651765658,5.23845764,4.111886813,4.824096321,5.122459343,4.995345993,5.363914107,4.57937475
